"Niveaux_des_prix";"Qualite_du_service_client";"Qualite_garantie";"Satisfaction";"Resume";"Plus";"Moins"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"Simplement du vol , documents envoyés avant la date butoir d'un mois mais jamais reçu ma carte verte ... Contrat annulé car mon justificatif d'assurance ne remontait pas à 2014 mais prennait en compte mon dernier véhicule , de plus ils avaient la photocopie de ma carte grise mais l'avait rangé dans le mauvais dossier et l'on retrouvé pendant la conversation ... ce qui prouve le manque de professionnalisme de cette ""compagnie"" aucuns arrangement possible et plus grave ils ont résigné le contrat sans même me prévenir j'ai donc conduit 10 jours sans assurance et sans avoir été prévenu.
Par contre pour encaisser l'argent et le garder ça ne leur pose aucuns problèmes , comment est ce possible que de telles assurance puisse avoir le droit d'exercer c'est aberrant.
Je n'aurai jamais du contacter cette société et je m'en mords les doigts.";"Aucuns";"Bien poli et arrangeant pour obtenir un payement mais totalement différent quand il s'agît de fournir le service pour lequel ils ont été payé"
"Assez mauvais";"Mauvais";"Mauvais";"Mauvais";"Ils reçoivent  jamais les documents par mail et par courrier. Bonus 50 depuis plus de 6 ans et pour un mois de non assurance 50 euros de plus à payer je résilie ce jour ça me coûte 60 euros de plus c des v.....s, un conseil fuyez";"service client telephone payant 0.80 cts la minute photo de tous les vitres de votre voiture avec un journal du jour a renvoyer et qu il ne reçoive jamais";"fuyez sincèrement"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"contrat n° 230526 J'ai souscrit un contrat à cette assurances j'ai pas reçu de carte vert tout l'année d'assurance 30/10/2016 au  30/10/2017 pourtant j'ai payé tout l'année .  Communication impossible, call center incompétent cordonner d'adresse incorrecte .il ne veule  pas me résilier mon contrat .j'ai envoyé une lettre recommander avec avis de passage il veule me faire manger une 2eme année . j'ai pas reçu de relevé d'information .assurance catastrophique .";"rien";"j'ai pas reçu de carte verte tout l'année 
service client injoignable 
j'ai pas reçu de relevé d'information des 12 dernier mois de l'année  pour pouvoir changer d'assurance"
"Assez mauvais";"Mauvais";"Mauvais";"Mauvais";"Communication impossible, call center incompétent, ne 'peuvent' pas rappeller, surcout injustifié par rapport au devis initial, pas de prise en compte des documents transmis par mail, impossibilité d'obtenir une réponse à une question sur le surcoût par rapport au devis ni par mail ni par telephone, appels surtaxés à 0,80/min (donc 48€ de l'heure !). Donc, Presque de mois après accord du devis, je ne suis pas sûr que mon fils jeune conducteur soit vraiment assuré ! Contrat 274163";"Devis correct, mais après, un complément de prime (+ 1/3 du devis) injustifié !";"Communication impossible et coût d'un appel surtaxé à 48€ de l'heure !"
"Assez bonne";"Mauvais";"Mauvais";"Mauvais";"contrat n° 257241
J'ai souscrit un contrat à cette assurances mais n'ayant pu envoyer la carte grise definitive dans le mois ils auraient du annule mon contrat vu que tous les papier n’étaient pas en règles apres plusieurs appels et mail de leur par me demandant la carte grise définitive me disant que si je ne l'envoyait pas avant la fin du mois de l'assurance serait annulé. Apres le mois je n'ai plus eu de nouvelle de leur part j'en ai donc deduit que le contrat était annulé mais en regardant mes comptes j'ai remarqué qu'ils me prelevaient toujours le montant mensuel de l’assurance, ils ont donc tasitement accepté mon contrat alors que les papiers n'etaient pas en regles ayant remarqué cela je les ai appelé ils m'ont confirmer que mon contrat avait etait accepté je leur ai bien demandé que meme si les papiers n'etaient pas en regles ils l'avaient accepté quand meme la reponse etaient la meme oui mon contrat été accepté mais n'ayant toujours pas la carte grise definitive je leur ai demander d'annuler le contrat avec lettre recommander plus de 10 jours avant le prelevement mensuelle suivant.
-je n'ai jamais reçut l'accusé de réception de ma lettre recommander
-j'ai reçu un appel de leur pars me disant qu'ils avaient reçut la lettre recommander (Ils ont donc ouvert la lettre avant de signer le recommender au facteur ce qui est illegal ou n'on meme pas signé du tout car je n'ai jamais reçut l'accusé de reception )ne pouvaient pas résilier le contrat sans la carte grise définitive (alors que le contrat a était accepté  de LEUR pars SANS la carte de grise)
-je l'ai fait avec les 10 jours de preavis indiqué avant la date buttoir du prélèvement mensuel MAIS ils ont essayé de prélevé quand même 1 jours avant la date (ayant bloqué le prélèvement il n'est pas passé) ils ignorent mes mails leur disant d'annulé le contrat sans papiers en règles et me demandent de leur verser la sommes de l’assurance ce qui n'est pas correcte du tout. étant donné que rien n'est en regles et qu'ils auraient du annulé le contrat vu que je n'ai pu envoyer la carte grise définitive.";"prix mensuel de l'assurance";"illegalité dans l'acceptation du dossiers
frais de dossier
attente interminable pendant les appels
incompréhension des conseillés au téléphone"
"Bonne";"Mauvais";"Assez mauvais";"Mauvais";"cet assureur demande de nombreux documents et donne un mois pour leur transmettre. En octobre 2017 il y a eu la mise en place de la carte grise par internet ce qui a pu occasionner des retards. c'était mon cas avec à l'arrivée une résiliation du contrat sous les conditions suivantes: 1 mois d'assurance payées; frais de dossier d'inscription;  frais de dossier de résiliation et frais de résiliation. Sur 130 € ils vont me rendre une trentaine d'€ ... après un mois d'assurance !";"prix attractif";"n° de contact SURTAXE; nombre de documents demandés; frais prélevés injustifiés"
"Assez mauvais";"Mauvais";"Assez bonne";"Mauvais";"A éviter. La qualité du service client laisse vraiment à désirer. D'un point de vue tarif, ce ne sont pas les plus compétitifs (AA est un courtier et non une compagnie d'assurance, donc une part des commissions lui est donc rétrocédée). Attention aux frais de résiliation. Pour ma part, on m'a signifié que mon dossier était complet, puis au dernier moment, lorsque la validité de la carte verte provisoire arrivait à son terme, AA m'informe qu'il ne souhaite plus donner suite au contrat, les frais de résiliation restant bien entendu à ma charge, tout ça avec l'aval de l'ACPR et de la FFA, bien sûr. Heureusement que le client reste le point centrale dans les stratégies des compagnies d'assurance et des courtiers, et que les régulateurs y sont bienveillants...";"Les garanties";"Service client
Prix
Sincérité"
"Bonne";"Mauvais";"Assez bonne";"Mauvais";"Numéro client 273952
Je viens de transmettre l intégralité des éléments en attente de l attestation définitive.
Ce jour je reçois une demande d active assurance me demandant de compléter une attestation sur l honneur de non assurance et le motif... Or, mon véhicule a toujours été assuré s agissant d un véhicule neuf. On me demande donc de faire un faux... C'est bien la 1ère fois qu on me demande une telle chose. J ai signé le document en signifiant ça, j espère que ça ira.";"Prix attractif
Montant des franchises correctes";"Numéro en 08
Téléconseillé pas en France..."
"Assez bonne";"Mauvais";"Assez bonne";"Assez mauvais";"Bonjour, 

assurances Assez rapide pour la souscription.
les garanties sont bonne par contre le service client est souvent injoinable par email ou par téléphone.

En effet cela fait une semaine que je demande une relevé d'information me concernant. 
malheureusement aucune réponse de leur part. 

Mon numéro client est le suivant 230393.

Cela me chagrine car j'avais une bonne opinion de cette assurance jusqu'à aujourd hui , j,étais meme pret à la recommandé à mon entourage mais....";"prix convenable";"service client injouable."
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"HORRIBLE ! A FUIR ! service client inefficace, personnel très peu aimable et incompétent. Pour prendre notre argent ils savent faire mais pour le reste rien ! Jamais la même personne au téléphone des informations se perdent en route, un dit noir l'autre dit blanc, du grand n'importe quoi ! ""service client "" surtaxé qui nous fait attendre (expres ?) et qui n'a jamais de réponse à nos questions ! ""Oui alors veuillez nous excuser mais ... "" réponse typique qu'ils ont tous apprit en formation !";"Je cherche encore";"TOUT comparé à une autre assurance"
"Assez bonne";"Mauvais";"Assez bonne";"Mauvais";"Bonjour,
Mon numéro de client est le 269681. J'ai communiqué l'ensemble des docs nécessaires à la constitution du dossier( c d'ailleurs indiqué sur mon espace client)Mon dossier étant complet, je ne comprends pas pourquoi on continue à me relancer par mail ou sms et pourquoi on ne m'envoie pas la carte verte définitive alors que la cotisation annuelle a été réglée intégralement. je commence sérieusement à m'inquiéter.";" prix intéressants";"numéro de service client surtaxé"
"Assez mauvais";"Mauvais";"Assez mauvais";"Mauvais";"A FUIR !!!
ne prends pas compte les résiliations et mentionne des sinistres imaginaires. Jamais la même personne nous réponds, les courriers envoyés au siège doivent finir directement à la poubelle";"A l'heure d'aujourd'hui je n'en vois pas, j'attends le rappel du service pour éventuellement modifier ce commentaire";"La liste va être longue"
"Assez mauvais";"Mauvais";"Assez mauvais";"Mauvais";"Bonjour, actuellement en cours de constitution de dossier pour un smart fortwo coupé PURE , j'ai donné tous les documents pour le contrat 272126, on me réclame un autre règlement car pour eux le typmin n'est pas le bon, ça serait pour une smart PULSE cab. J'ai beau leur dire que ce n'est pas une cabriolet mais bien une coupé ils n'en démordent pas et me demande de repayer. Après avoir chercher de mon coté le typmin est bien celui d'un coupé. Ils me disent qu'ils vont recontacter dans les plus brefs délais mais je suis toujours dans l'attente déplus j'ai dépensé 17 euros dans leur appel surtaxé";"aucun pour l'instant";"le service d'enregistrement et la hotline"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"Assuré depuis le 03/08/2014, je n'ai rencontré que des problèmes de gestion avec cet intermédiaire. Déjà pour l'enregistrement des pièces nécessaires au contrat, jusqu'aux règlements des quittances. Les prétentions de: sécurité, qualité, transparence et simplicité sont absolument inexistantes. Il est nécessaire d'utiliser le numéro surtaxé pour régler les problèmes que ce ""courtier"" n'est pas capable de gérer. Toutes ses communications, en plus d'être inefficaces, sont à votre charge et n'en espérez pas le remboursement. Heureusement, il n'y a pas eu de sinistre car il m'aurait été nécessaire de consacrer un budget certain pour faire face aux prix des communications. Même les courriers recommandés sont sans actions sur cet intermédiaire.";"Prix attractif au départ mais augmente très rapidement.";"Très mauvaise gestion des clients et des problèmes."
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"Bonjour, Référence client :268719. Mon attestation d’assurance provisoire d’un Mois est terminé le 12/10/2017 :période laquelle j’ai fourni tout les papiers demandés avant l’ech D’un Mois. Je vous contacter par mail mais toujours pas de réponse et pas de carte verte ! Sur mon espace client tout les pièces sont reçu et validé. Merci de faire le nécessaire pour réglé mon problème. Cordialement";"Nul";"Pas de communication !"
"Assez mauvais";"Mauvais";"Mauvais";"Mauvais";"Attention Attention DANGER ??
Bonjour,
Je vous envoie cette mail pour réclamer mon attestation d’assurance ainsi que la carte verte .
L’attestation provisoire d’un mois et expire le 12/10/2017 , et depuis cette date ma voiture garé dans mon garage faute d’assurance!!!.

Aujourd’hui je ne suis même pas assuré malgré tout les mail et les relances auprès de votre assurance .

??Si je ne suis pas assuré chez vous rembourser moi , pour je puisse assuré ma voiture chez un autre assurance !?.";"Nul Nul et Nul !";"Pas de communication et on plus Numero à 0,80€ la minute !"
"Très bonne";"Très bonne";"Bonne";"Très bonne";"Pas de commentaire.";"Prise  de en charge de l'appel téléphonique très rapide.
Très bonne accueil téléphonique.
Action et réactivité exécutée rapidement.";"Appel téléphonique payant.
Le prix de l'appel téléphonique trop élevé"
"Assez mauvais";"Assez mauvais";"Assez bonne";"Mauvais";"Devis  fait en ligne.paiement 2 mois plus les frais 60e. Je nai jalais recu la carte verte. Je me suis tretracte au bout de 5 jours apres avoir lu les divers commentaires et depuis le 29 aout jattend le remboursement. Malgré plusieur courrier et email rien.il ne me reste plus qua saisir le mediateur et acpr nous verrons bien ce que cela donne. Un bon conseil fuyez cette assureur qui nen ai pas un";"Rien";"Tout"
